timestamp,cpu_percent_mean,memory_percent_mean,memory_used_mean,gpu_utilization_mean,gpu_memory_used_mean,gpu_memory_free_mean,gpu_memory_total_mean
2025-03-16 23:49:47,0.0,19.3,2.5360145568847656,0.0,6226.1875,16347.9375,23034.0
2025-03-16 23:49:52,15.842856879891306,20.544384159996987,2.651463987149093,42.629904237750594,6569.411518895611,16004.713387635737,23034.0
2025-03-16 23:49:57,20.624355630121446,21.214037013161953,2.722882586047145,69.58087256200045,6768.355624192977,15805.769344148392,23034.0
2025-03-16 23:50:02,22.427462637859023,21.48550839350452,2.7428076708682587,77.40154779807855,6842.583921531112,15731.541062458862,23034.0
2025-03-16 23:50:07,23.24674835308318,21.663473223175476,2.751064803170268,82.72663053481034,6881.34147796143,15692.78351313318,23034.0
2025-03-16 23:50:12,23.710121010401263,21.770529388231218,2.7560896661132266,85.5382297567941,6906.694170296164,15667.430822990887,23034.000000000004
2025-03-16 23:50:17,24.021374534802376,21.841975217830853,2.759546379241963,87.94405661657737,6925.241952919693,15648.883043586764,23034.000000000004
2025-03-16 23:50:22,24.265327424102047,21.893059108723932,2.7620389444173146,88.97890484567009,6938.503656941221,15635.621340491114,23034.000000000004
2025-03-16 23:50:27,24.442912988448313,21.931343066856005,2.763909040085256,89.83852986273494,6948.442423974528,15625.68257311658,23034.0
2025-03-16 23:50:32,24.58024945639365,21.9611587910856,2.7653947547622164,90.04694109526253,6956.182775957424,15617.942221977404,23033.999999999996
2025-03-16 23:50:37,24.72824265820249,21.98499672609213,2.7655560891783395,91.04032197509154,6962.371257215013,15611.753740988855,23033.999999999996
2025-03-16 23:50:42,24.80977057037625,22.00451657467415,2.7656891289470003,91.85375774222268,6967.438732677312,15606.686266216673,23034.0
2025-03-16 23:50:47,24.878191120808882,22.020791416453754,2.765846734811792,92.53196757498348,6971.663786788058,15602.461212328908,23034.000000000004
2025-03-16 23:50:52,24.941414451901686,22.03456465786428,2.7660186392572093,92.93717995585016,6975.239409282164,15598.885589938904,23034.0
2025-03-16 23:50:57,24.988482048592093,22.04638178656734,2.766194982336922,93.44168069362253,6978.307212814361,15595.817786519705,23034.0
2025-03-16 23:51:02,25.034594548289775,22.05660999322688,2.766373520301772,93.878346613409,6980.962521247146,15593.162478197446,23033.999999999996
2025-03-16 23:51:07,25.094478396240522,22.06555877919024,2.7664766501303384,94.19087348062143,6983.285685379784,15590.839313913999,23033.999999999996
2025-03-16 23:51:12,25.13525719730651,22.073461602852017,2.7665152145479093,94.53234947644704,6985.337308343384,15588.78769121636,23033.999999999993
2025-03-16 23:51:17,25.169414905476767,22.080484287102873,2.766624353542466,94.4415586435739,6987.160442670206,15586.964556857807,23033.999999999996
2025-03-16 23:51:22,25.190954284639933,22.086771030016035,2.7667330972770863,94.53739769264749,6988.7925220132065,15585.332477640464,23033.999999999996
2025-03-16 23:51:27,25.21196307027429,22.092432512870513,2.766841378671707,94.81052939209931,6990.26227974224,15583.862719956365,23033.99999999999
2025-03-16 23:51:32,25.22997019515323,22.097546898598996,2.766953060413868,94.9949635229669,6991.5900075011195,15582.534992207738,23033.999999999985
2025-03-16 23:51:37,25.246797208530857,22.102203146137438,2.767062983443689,95.17213344119548,6992.79880017341,15581.326199439047,23033.999999999985
2025-03-16 23:51:42,25.279261459658446,22.106454892939542,2.7671757516246624,95.38202610275471,6993.902580601967,15580.222419170095,23033.999999999975
2025-03-16 23:51:47,25.289264129119793,22.110353410900302,2.7672599903341117,95.42386205084435,6994.91466117808,15579.210338602894,23033.999999999978
2025-03-16 23:51:52,25.303659754680762,22.113931053286844,2.767351544177636,95.56643651915536,6995.843440467962,15578.28155929798,23033.999999999985
2025-03-16 23:51:57,25.313907606142074,22.117241520400412,2.7674406034247183,95.64473490080688,6996.702859188688,15577.422140596562,23033.999999999985
2025-03-16 23:52:02,25.325292056191277,22.12030467150379,2.7675309939723958,95.5490790421371,6997.498073190315,15576.626926624329,23033.999999999985
2025-03-16 23:52:07,25.33583187662501,22.123149845141587,2.767615379980565,95.62215825206793,6998.236698995324,15575.888300789586,23033.99999999998
2025-03-16 23:52:12,25.359197851039347,22.125798119271458,2.7677371842548952,95.6971590008201,6998.924208396977,15575.200791366511,23033.99999999998
2025-03-16 23:52:17,25.367108534079232,22.12827038046329,2.7678213437594725,95.63378878912353,6999.566023030382,15574.558976808288,23033.99999999998
2025-03-16 23:52:22,25.37302712688302,22.130583816611704,2.767910649320433,95.66157188109038,7000.1666065695845,15573.958393222376,23033.999999999978
2025-03-16 23:52:27,25.377956288788997,22.13275286786886,2.768010883227572,95.70762739492461,7000.729706272031,15573.395293553445,23033.99999999998
2025-03-16 23:52:32,25.37927192413477,22.138379743112417,2.7686554866234254,95.33710807260805,7001.293985088046,15572.831014763855,23033.99999999998
